schema_version,run_id,created_at_utc,prediction_date,as_of_date,data_snapshot_hash,config_hash,target_mode,band,imputed_features,macro_snapshot_hash,macro_history_mode,prediction,p_down,p_flat,p_up,model,record_id,kind,horizon_days,target_date,horizon,trading_days,current_close,signal,predicted_return,predicted_close,center_close,low_close,high_close,band_coverage,model_mae,zero_baseline_mae,mae_diff_lo,mae_diff_hi,oof_slope,actual_open,actual_close,actual_return,actual_class,direction_correct,price_error,absolute_price_error,price_ape,return_error,interval_hit,center_price_error,log_loss,brier,status,is_prospective,actual_updated_at_utc,vol_model,runtime,versions_hash,raw_predicted_return,predicted_open,center_open,low_open,high_open,gap_sign_auc,gap_corr,event_flags
2,20260906T052936_5ad28b6dd903,2026-09-06 05:29:43.634724+00:00,2026-09-07,2026-09-04,d6a46305a7dc5f3b9172,2df6c98b48a745b2967f,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2236778028556811,0.3495273348138337,0.4267948623304852,Mean ensemble,20260906T052936_5ad28b6dd903:direction:Mean ensemble,direction,1,2026-09-07,,,,,,,,,,,,,,,,267000.0,270000.0,0.05675146771037176,2.0,1.0,,,,,,,0.8514517972781512,0.5007652471231342,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T052936_5ad28b6dd903,2026-09-06 05:29:43.634724+00:00,2026-09-07,2026-09-04,d6a46305a7dc5f3b9172,2df6c98b48a745b2967f,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2291130747737761,0.3370152464015212,0.4338716788247025,No macro ensemble,20260906T052936_5ad28b6dd903:direction:No macro ensemble,direction,1,2026-09-07,,,,,,,,,,,,,,,,267000.0,270000.0,0.05675146771037176,2.0,1.0,,,,,,,0.8350064595118173,0.4865733533761327,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T052936_5ad28b6dd903,2026-09-06 05:29:43.634724+00:00,2026-09-07,2026-09-04,d6a46305a7dc5f3b9172,2df6c98b48a745b2967f,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260906T052936_5ad28b6dd903:price:1,price,1,2026-09-07,1거래일,1.0,255500.0,있음,0.0154078520476247,259436.70619816816,259436.70619816816,245095.4134262537,273777.9989700826,0.8222996515679443,0.0213538408806901,0.0231800104703863,-0.0030766013362162,-0.0007376958955984,1.0,267000.0,270000.0,0.05675146771037176,,,-10563.293801831838,10563.293801831838,0.039123310377154955,-0.04134361566274706,1.0,-10563.293801831838,,,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T052936_5ad28b6dd903,2026-09-06 05:29:43.634724+00:00,2026-09-07,2026-09-04,d6a46305a7dc5f3b9172,2df6c98b48a745b2967f,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260906T052936_5ad28b6dd903:price:5,price,5,2026-09-11,1주일,5.0,255500.0,없음,,,255500.0,219369.3897478328,291630.6102521672,0.8307155322862129,0.052451834610893,0.0511404946174254,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T052936_5ad28b6dd903,2026-09-06 05:29:43.634724+00:00,2026-09-07,2026-09-04,d6a46305a7dc5f3b9172,2df6c98b48a745b2967f,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260906T052936_5ad28b6dd903:price:20,price,20,2026-10-07,1개월,20.0,255500.0,없음,,,255500.0,182948.8307736815,328051.16922631854,0.7873462214411248,0.1191712502022642,0.1166765752395607,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2357290609018994,0.3349741989168232,0.4292967401812773,Logistic,20260906T091124_357d0be86433:direction:Logistic,direction,1,2026-09-07,,,,,,,,,,,,,,,,267000.0,270000.0,0.05675146771037176,2.0,1.0,,,,,,,0.8456068971154683,0.4934781148613754,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2095606648139939,0.3362175423435281,0.454221792842478,LightGBM,20260906T091124_357d0be86433:direction:LightGBM,direction,1,2026-09-07,,,,,,,,,,,,,,,,267000.0,270000.0,0.05675146771037176,2.0,1.0,,,,,,,0.7891696697429189,0.45483175942488424,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2226448628579466,0.3355958706301756,0.4417592665118776,Mean ensemble,20260906T091124_357d0be86433:direction:Mean ensemble,direction,1,2026-09-07,,,,,,,,,,,,,,,,267000.0,270000.0,0.05675146771037176,2.0,1.0,,,,,,,0.8169901911786231,0.47382803986641625,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2298613578449813,0.3332353547396832,0.4369032874153354,No macro ensemble,20260906T091124_357d0be86433:direction:No macro ensemble,direction,1,2026-09-07,,,,,,,,,,,,,,,,267000.0,270000.0,0.05675146771037176,2.0,1.0,,,,,,,0.8280434186416669,0.4809599532024773,scored,True,2026-09-10T07:44:00.670195+00:00,,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260906T091124_357d0be86433:price:1,price,1,2026-09-07,1거래일,1.0,255500.0,있음,0.0148378923126201,259291.0814858744,259291.0814858744,245024.76470093828,273557.39827081055,0.8176100628930818,0.0230892125504492,0.0248171541188274,-0.0030228868913309,-0.0006196421709627,1.0,267000.0,270000.0,0.05675146771037176,,,-10708.918514125602,10708.918514125602,0.039662661163428155,-0.04191357539775166,1.0,-10708.918514125602,,,scored,True,2026-09-10T07:44:00.670195+00:00,simple,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260906T091124_357d0be86433:price:5,price,5,2026-09-11,1주일,5.0,255500.0,없음,,,255500.0,219229.8842449824,291770.1157550176,0.8294736842105264,0.0576752456608927,0.054438901095705,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,,,,,,,,,,
2,20260906T091124_357d0be86433,2026-09-06 09:11:32.243619+00:00,2026-09-07,2026-09-04,552dc9f08f1b8e7cc1e0,b7e83cece61c5faf1d06,close_to_close,0.013260642325882,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260906T091124_357d0be86433:price:20,price,20,2026-10-07,1개월,20.0,255500.0,없음,,,255500.0,180473.9947875421,330526.0052124579,0.7931769722814499,0.1450149706118427,0.1279029734974325,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,,,,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T073822_195a5b5fc343:price:1,price,1,2026-09-08,1거래일,1.0,270000.0,있음,0.0105010195120087,272835.27526824235,272835.27526824235,257257.21129368088,288413.33924280386,0.8176100628930818,0.0231878161731997,0.0249200652979917,-0.0030242447836665,-0.0005684918583276,1.0,272000.0,269500.0,-0.0018518518518518823,,,3335.275268242345,3335.275268242345,0.012375789492550446,0.012352871363860582,1.0,3335.275268242345,,,scored,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0105010195120087,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T073822_195a5b5fc343:price:20,price,20,2026-10-08,1개월,20.0,270000.0,없음,,,270000.0,188192.1260312211,351807.87396877893,0.7931769722814499,0.143194552104804,0.1281894306620604,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0396416171619341,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T073822_195a5b5fc343:price:5,price,5,2026-09-14,1주일,5.0,270000.0,없음,,,270000.0,230666.35503571865,309333.6449642814,0.8294736842105264,0.057253599046671,0.0544371564591795,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0092851049260212,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2662804462868134,0.3482702433049658,0.3854493104082208,No NSI ensemble,20260907T073822_195a5b5fc343:direction:No NSI ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.0547765393541515,0.6442281227306459,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T073822_195a5b5fc343:open:1,open,1,2026-09-08,시초가,1.0,270000.0,있음,0.0148512758314609,,,,,0.8536585365853658,0.0121860373398065,0.0163788296878255,-0.0059623052952738,-0.0024912843159355,1.0,272000.0,269500.0,0.007407407407407307,,,2009.8444744944572,2009.8444744944572,0.007389134097406093,0.007443868424053594,1.0,2009.8444744944572,,,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,0.0148512758314609,274009.84447449446,274009.84447449446,264098.59545195,283921.09349703894,0.787948042557587,0.6470232044103477,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2680427324691854,0.3462515936115533,0.3857056739192613,Mean ensemble,20260907T073822_195a5b5fc343:direction:Mean ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.0605896190029398,0.6480027521784925,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,보합,0.2907123129903617,0.3609530729591645,0.3483346140504737,Logistic,20260907T073822_195a5b5fc343:direction:Logistic,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,1.0,,,,,,,1.0190073209017911,0.6142316272302334,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2740050554085838,0.3331294780249524,0.3928654665664638,No macro ensemble,20260907T073822_195a5b5fc343:direction:No macro ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.0992240416759724,0.6741383382892188,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T073822_195a5b5fc343,2026-09-07 07:38:29.810401+00:00,2026-09-08,2026-09-07,a307014464b8ae7373c6,2eb5adc74ae8d1ff1953,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.245373151948009,0.331550114263942,0.4230767337880489,LightGBM,20260907T073822_195a5b5fc343:direction:LightGBM,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.103976306531693,0.6860271561102133,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,보합,0.3040675986353622,0.3580364435769889,0.3378959577876489,Logistic,20260907T111018_46567e60f975:direction:Logistic,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,1.0,,,,,,,1.0271205000613848,0.6187479906043889,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2294369236368112,0.3292731761009672,0.4412899002622216,LightGBM,20260907T111018_46567e60f975:direction:LightGBM,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.1108675502484482,0.6972525502990496,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2667522611360867,0.343654809838978,0.3895929290249352,Mean ensemble,20260907T111018_46567e60f975:direction:Mean ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.0681175851819655,0.6537284278149514,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2892872076688191,0.3221571844345133,0.3885556078966675,No macro ensemble,20260907T111018_46567e60f975:direction:No macro ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,272000.0,269500.0,-0.0018518518518518823,1.0,0.0,,,,,,,1.1327157021266407,0.6941334315625178,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T111018_46567e60f975:price:1,price,1,2026-09-08,1거래일,1.0,270000.0,있음,0.0091084057890787,272459.26956305123,272459.26956305123,256900.84464437625,288017.6944817262,0.8176100628930818,0.0231246456301395,0.0249200652979917,-0.0031479582771402,-0.0006071532338833,1.0,272000.0,269500.0,-0.0018518518518518823,,,2959.2695630512317,2959.2695630512317,0.010980592070691027,0.010960257640930582,1.0,2959.2695630512317,,,scored,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0091084057890787,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T111018_46567e60f975:price:5,price,5,2026-09-14,1주일,5.0,270000.0,없음,,,270000.0,230666.4229220356,309333.5770779645,0.8294736842105264,0.0567795631272634,0.0544371564591795,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0059717036087,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T111018_46567e60f975:price:20,price,20,2026-10-08,1개월,20.0,270000.0,없음,,,270000.0,188191.8822437184,351808.11775628163,0.7931769722814499,0.1430208080375469,0.1281894306620604,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0404956256513754,,,,,,,
3,20260907T111018_46567e60f975,2026-09-07 11:10:25.020669+00:00,2026-09-08,2026-09-07,e1ffabe609e8ff43adee,7cfdc5ba38f87fc3691f,close_to_close,0.0136828813440098,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T111018_46567e60f975:open:1,open,1,2026-09-08,시초가,1.0,270000.0,있음,0.0146701959893107,,,,,0.8519163763066202,0.0121938177000806,0.0163788296878255,-0.0059518767407587,-0.0024802232855947,1.0,272000.0,269500.0,0.007407407407407307,,,1960.9529171139002,1960.9529171139002,0.007209385724683457,0.007262788581903393,1.0,1960.9529171139002,,,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,0.0146701959893107,273960.9529171139,273960.9529171139,264047.95710873284,283873.9487254949,0.7879010063895406,0.6467451019957582,
3,20260908T185136_472a553bfa72,2026-09-08 18:51:46.908742+00:00,2026-09-09,2026-09-08,0ac1a04fb8f906c44f93,cee1232d50d58d70f18f,close_to_close,0.0136726071398724,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260908T185136_472a553bfa72:open:1,open,1,2026-09-09,시초가예측,1.0,269500.0,있음,0.015059283003211,,,,,0.8673647469458988,0.01206212814635,0.0162889510067709,-0.0059727781807949,-0.0025456111237843,1.0,269500.0,269500.0,0.0,,,4058.4767693653703,4058.4767693653703,0.015059283003211021,0.015059283003211,1.0,4058.4767693653703,,,scored,True,2026-09-10T07:44:00.670195+00:00,,github-actions,7fa00c14b86e,0.015059283003211,273558.47676936537,273558.47676936537,263545.14898698346,283571.8045517473,0.7708243833790089,0.6410876870688913,
3,20260908T185136_472a553bfa72,2026-09-08 18:51:46.908742+00:00,2026-09-09,2026-09-08,0ac1a04fb8f906c44f93,cee1232d50d58d70f18f,close_to_close,0.0136726071398724,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260908T185136_472a553bfa72:price:20,price,20,2026-10-12,1개월,20.0,269500.0,없음,,,269500.0,187904.5249876586,351095.4750123414,0.7931769722814499,0.1446372983461746,0.1283013971390984,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-10T07:44:00.670195+00:00,simple,github-actions,7fa00c14b86e,0.0358284794172217,,,,,,,
